score	group
47.67222767640368	control
32.35149592871461	control
47.49409682141254	control
54.411812695482595	control
25.451138580059023	control
45.16466669089672	control
37.56024656564082	control
44.32818567257326	control
25.15986640641518	control
37.771161364549954	control
30.289509243716495	control
16.463807004681993	control
32.917691799058105	control
37.69977998664263	control
38.50190622524824	control
40.57262435525224	control
61.66187282777936	control
53.661800265507004	control
51.90499631342099	control
16.083488117492077	control
27.778512015118235	control
33.61507820037642	control
37.05819878850059	control
37.03674768836355	control
46.32259607926929	control
34.854056377567176	control
17.492693444438004	control
40.19362655869009	control
44.33023593313184	control
31.67381545046156	control
30.609878258520787	control
54.58556299572909	control
44.1407691988416	control
38.477317125170885	control
38.3753670083313	control
45.13930533330908	control
48.36337581012985	control
30.90469202121662	control
39.14874308796809	control
36.97067668355395	control
29.258919416889107	control
34.316007276683344	control
52.88407578203088	control
51.05671626220952	control
52.733806560386846	control
33.65625537070771	control
48.083339714481575	control
50.18190255577801	control
38.12011763927943	control
32.6232572305467	control
56.56086722924077	control
56.450590419442335	control
33.72060144392117	control
36.84805186623196	control
42.19414620482239	control
39.40594116634289	control
44.059532564065805	control
35.613141571058335	control
37.2760258901722	control
41.176294449420226	control
52.999628337843596	control
43.86625214004114	control
60.92365664157519	control
40.502162338308324	control
34.96103882885454	control
40.43475488060634	control
38.7743124216429	control
36.07614078520662	control
35.75387971257881	control
46.39207039593147	control
14.374020536610601	control
32.3721858408445	control
45.80709473943347	control
45.062995453964646	control
48.4331938863768	control
22.532281513632856	control
29.720621170584195	control
44.731178640915395	control
31.02403177762627	control
41.52189518198332	control
38.98688023825762	control
33.339206903537686	control
46.80089707623997	control
32.277281582279436	control
53.5358459934074	control
34.54494451355434	control
40.9903678396634	control
31.160460197030574	control
40.657198574515334	control
29.209763103116686	control
36.5851211999522	control
31.639856275067107	control
56.67915444985756	control
39.31307447314998	control
35.13627520717999	control
47.916855825622235	control
40.57988825897188	control
46.19375616338829	control
19.0146405790634	control
37.0226092839899	control
46.92943980846489	control
35.31998512085464	control
35.840282994916265	control
40.01031218444951	control
35.819138826135635	control
39.67565668779808	control
51.15869408387735	control
32.070794636226935	control
26.42777546915415	control
35.58416059336668	control
36.70662905318484	control
43.67782913240188	control
37.49349344711018	control
38.13628581958957	control
36.84952194587097	control
30.471890683014358	control
29.786131190345483	control
55.38291195082317	control
42.79467698536616	control
41.04887417623757	control
42.4420703809728	control
52.40598473493147	control
39.875137900407154	control
30.58729330609542	control
41.79459101758958	control
48.64349822879629	control
42.26861677766302	control
55.82804538532895	control
38.93928176231061	control
31.087814775675433	control
21.69997088063088	control
40.13147164827157	control
20.82031534433707	control
41.53644166409181	control
39.52408472244385	control
38.52801890480155	control
26.014962512807713	control
40.29516179205587	control
41.662186741273835	control
31.541789823217073	control
45.97823506294035	control
33.88093609090979	control
40.497726215671996	control
22.198608205956976	control
44.93892380913833	control
53.169773804434435	control
29.747436056625936	control
44.81769023624879	control
4.140477555155535	control
39.7517005173476	control
40.660843523812424	control
65.22488561928665	control
42.06841311366673	control
57.07140354459867	control
39.69916266978328	control
49.21487166600801	control
31.66928021817473	control
36.34376777081848	control
38.236343435094966	control
43.22143408039814	control
49.43579702082635	control
31.892862414907693	control
46.15989483266518	control
35.80314501947173	control
13.563954037398794	control
48.07890744754647	control
41.151149967341354	control
41.40990362786975	control
38.88177283147442	control
29.30351172730866	control
26.180079567105096	control
43.0137122863581	control
26.19748446023705	control
36.3560028971083	control
35.47363334684029	control
60.03086461925185	control
29.837108994028295	control
45.61204874115081	control
50.17468057894992	control
36.70427371040303	control
58.26675973572668	control
28.673554167474883	control
27.282464326434784	control
38.448917009899795	control
63.916242658407626	control
36.97813284578229	control
54.62098081978661	control
43.59886447001126	control
35.81040523185071	control
36.37921793227446	control
42.94081231929405	control
39.229164875171634	control
51.7760194503153	control
47.39057064133496	control
46.48338527195823	control
34.48390239716598	control
42.18898400412887	control
31.902140134978893	control
34.051405797745694	control
32.32788470026108	control
25.30913317906906	control
29.240279063088515	control
40.608315372788084	control
30.789014344278375	control
40.78924523073659	control
46.40320625718023	control
30.32284900187055	control
49.093156994670345	control
42.32567190345646	control
60.90594936346376	control
31.021700183524317	control
41.89551303507548	control
34.739819812143374	control
55.00318971716945	control
46.629863195483075	control
45.17560322267603	control
38.56139548456744	control
48.773322717596706	control
34.366551901974944	control
25.598515708286136	control
34.492734194192735	control
59.50515267438414	control
41.936203461836996	control
47.445259231316356	control
29.344310709027532	control
45.2786392050281	control
30.450801382916644	control
32.569367938845076	control
26.28003104534315	control
49.08044589866904	control
30.771204741213218	control
16.864029108918107	control
37.146041385577284	control
12.77003567689944	control
46.48085180127175	control
35.211440366921835	control
33.55125382022435	control
40.53033627680117	control
33.69109216459668	control
60.47562068917164	control
34.893643152125755	control
42.08393072328056	control
8.40462402507687	control
59.47892074381804	control
42.59023748296411	control
31.631910811717255	control
38.12060368520662	control
38.167975777944065	control
33.48956524745428	control
42.7546836539521	control
41.738060381944365	control
52.23948194677396	control
36.100676754441544	control
44.54029206240031	control
45.28889064662877	control
44.9031685589513	control
44.36746716383761	control
37.369378095892955	control
38.727145252566835	control
35.63896684198974	control
45.439756120984406	control
33.03208994984784	control
38.62434836563575	control
38.40353155504097	control
45.92363424157401	control
26.20652326099119	control
52.92318371915968	control
32.37775437830829	control
27.63270301613327	control
46.70906586531433	control
30.12357289019827	control
50.94197446839537	control
27.990158234507035	control
41.84215386143647	control
22.697625884205962	control
42.62266372735302	control
46.97741478382416	control
54.35275970676973	control
30.130907275271895	control
51.72111146331633	control
39.15874459180225	control
62.035451018024744	control
59.07864338268851	control
31.489699709058247	control
30.187553127519834	control
32.86966798558181	control
44.39354815755643	control
26.50110968801492	control
20.013091115051544	control
48.89139825569902	control
40.688701197277155	control
47.58301233673212	control
44.15246145334525	control
38.63144290688399	control
29.90846695482196	control
30.33263195136604	control
37.928064928948864	control
26.665807920808355	control
41.21968242222689	control
49.05230713406402	control
34.763249215912914	control
50.94834280193578	control
42.96846930953865	control
35.940974728370875	control
41.468496990830694	control
31.673495700516987	control
38.039248167678025	control
34.22854590624167	control
55.14535448839454	control
43.921163794230004	control
41.375755970439975	control
35.52846990527922	control
34.18635949368327	control
48.800686094015944	control
40.345607204430834	control
19.287650592726067	control
41.45846268671255	control
50.430706749088976	control
59.2150951856774	control
43.25497583214654	control
37.49284841754296	control
23.868504441082646	control
37.933506519387564	control
57.94470723665188	control
31.14532942727244	control
45.19161645939873	control
39.22501461565627	control
38.22086104197012	control
36.44613721689442	control
31.068752633786296	control
41.08529650080324	control
37.404107324165444	control
37.86940163107785	control
53.36608370235342	control
41.48871908454393	control
27.88116407534925	control
46.17947093521255	control
43.7050520865407	control
36.21723228334383	control
29.03845271643544	control
49.34413771646953	control
42.810093993200475	control
45.849346301504745	control
43.090719827431755	control
41.42637726317105	control
26.95787207456281	control
67.45627182996787	control
46.60865124509765	control
45.27313329673397	control
67.77901833918025	control
42.273819307281734	control
40.33265384343029	control
52.7623483871872	control
30.797144903506613	control
54.88132577064005	control
34.09991211290188	control
34.37657072150617	control
35.98644356263621	control
31.54796092453909	control
49.909143680816086	control
36.21184706913424	control
40.941102691124215	control
42.793956812733235	control
45.86837003532577	control
43.96358214698087	control
39.58836130033276	control
34.48548615906029	control
48.9475041985244	control
38.19392298658146	control
48.943000907692735	control
39.95307752883253	control
62.694173031261535	control
37.320137043620036	control
49.88105233087612	control
35.43806586162742	control
41.25927571218814	control
37.79801980536731	control
58.95134255795476	control
34.66917891951314	control
37.952747724143855	control
45.47920442028385	control
41.487984666459816	control
31.1989089107986	control
58.451565156947865	control
40.17404007304619	control
49.7692525720858	control
40.059398579141984	control
40.60469222729987	control
29.81419351865113	control
22.406721690148782	control
38.83125143753463	control
69.81987594329424	control
28.41936328617269	control
32.649026547357884	control
33.18668031047453	control
39.870882440111956	control
41.87894186265974	control
45.930724643118054	control
26.971031647943146	control
52.71804627588841	control
50.91072294200366	control
35.80358053909919	control
29.589715760334435	control
53.28942330052174	control
34.684464602867784	control
29.101157033469782	control
46.68485548432468	control
46.76858484962264	control
37.947445252425815	control
30.051774046141656	control
43.217074612463165	control
41.214026499410785	control
37.05485999014431	control
47.78780739130167	control
-5.547916742932877	control
39.60328384770918	control
40.57001506425911	control
29.072502295625043	control
57.67802649129485	control
50.93148071752775	control
44.82444936735078	control
47.89697575687712	control
46.53174541951859	control
40.2325249069724	control
38.63489762971763	control
36.73988899535412	control
45.3173303590018	control
46.467066778455106	control
46.54509359313645	control
50.953250644590995	control
43.27023257153584	control
61.899807581535576	control
43.19973235125501	control
48.20920140234084	control
44.069049252476965	control
25.88587281312448	control
37.587464032332115	control
38.46436519690914	control
43.19371977453561	control
45.73042320487061	control
36.384940533240034	control
41.1112698177904	control
41.02070021714434	control
42.43809180793522	control
45.50249915583507	control
38.738119242307164	control
53.07604935916052	control
39.83910641167731	control
36.87792685990549	control
52.31891084142865	control
33.0754340971006	control
51.931745396666265	control
29.956969378408488	control
39.61116227229884	control
63.023060937989904	control
40.41876049130988	control
41.83791038020195	control
39.397688683165555	control
37.3117304060079	control
20.707657161412328	control
46.633115580024935	control
60.803153888992384	control
52.768419952723946	control
30.56797620434457	control
63.70700049109935	control
46.7752451068463	control
33.80823347736344	control
46.972927969688676	control
27.966819508073424	control
38.61452826290848	control
34.92736440899162	control
43.44629821229797	control
44.307716929878545	control
37.61285830368639	control
38.189997431258426	control
29.035659380146466	control
38.60009724547257	control
50.160740927492384	control
48.36302300377565	control
20.109602431825657	control
39.475339055939706	control
49.12560782438278	control
45.16439853512607	control
53.71150887470158	control
51.52502002820622	control
44.750492282737675	control
40.114550214732546	control
45.461792804844805	control
56.09561427860855	control
37.10319062745426	control
34.77967703988945	control
55.38067010248994	control
53.13332819447004	control
40.91629908443594	control
64.2140829785951	control
38.54014446727797	control
51.84470515645048	control
37.34498694725989	control
39.58819909652531	control
30.334109387620373	control
48.47313769517001	control
19.24278678656892	control
44.56281219802235	control
41.78750263028171	control
54.47025167817299	control
35.10213177526624	control
27.13890643607297	control
42.105435391940745	control
41.895294830331174	control
49.84179934688133	control
35.74535770397154	control
32.78722185276752	control
46.98393952097756	control
31.881319958021052	control
35.490132069451235	control
58.37666880303833	control
21.222785879228454	control
22.84575380319911	control
39.55202310918109	control
44.291359544302345	control
56.94586026095085	control
37.705394189855454	control
45.706120046576764	control
33.90170426000456	control
51.79396875856588	control
27.48325692426861	control
54.26609823834829	control
39.84521932145821	control
51.04844776879763	control
29.204956394986635	control
38.7862042400393	control
38.455863365507334	control
33.19150505818988	control
49.75623977635273	control
40.561182412300546	control
36.74908036651419	control
46.45052204171952	control
33.12678204265305	control
55.58376262366123	control
32.828228816332626	control
50.835068344432706	control
32.10826386384813	control
30.542968675540514	control
38.76964327629641	control
26.82909529332732	control
36.759708619093786	control
60.2061626163057	control
31.435925623422264	control
55.446838072492255	control
37.755551618759135	control
34.663030763421396	control
37.94510847981142	control
43.28967179989942	control
52.16343988370207	control
47.65392318295096	control
43.72964218552906	control
41.3058495317898	control
43.83676666511117	control
20.663598741190587	control
39.76390087908766	control
35.87845892426861	control
52.37626067363884	control
19.131576899166284	control
37.159049757330145	control
39.171864590500036	control
35.7640005461912	control
47.81471966322303	control
54.76981937814364	control
45.29350921312326	control
19.10402434320209	control
36.5296895981445	control
41.3651879711278	control
43.638130682231676	control
37.87641700589195	control
50.573638010758174	control
45.75818722737558	control
47.65940701813197	control
46.8734271307909	control
36.09264686781166	control
26.848042660390927	control
36.17547794134012	control
21.496607618039306	control
33.857845530132295	control
32.76714968066744	control
44.69901668711616	control
34.84339142038791	control
35.64661029951743	control
48.51599125038102	control
40.44361648165007	control
57.42812953763843	control
36.2635695225349	control
44.46350481614731	control
50.9674067038649	control
41.14132905870892	control
52.97459047298061	control
43.47654178750966	control
26.297321634753743	control
36.21506493210254	control
46.05992990125142	control
40.06119808650399	control
39.21868117829855	control
47.044856214609865	control
42.372330504095885	control
47.14741909583941	control
46.880850494071815	control
52.066462522081686	control
54.20283374695783	control
42.92414780970035	control
47.20511976083503	control
35.69312400949986	control
45.42291175975036	control
16.40634279691129	control
34.280313982547334	control
28.427847453391827	control
53.64096100858802	control
46.96308976309373	control
42.48118395815171	control
34.43154556930793	control
10.136545254941378	control
50.03691122111799	control
40.349030887033436	control
40.000069672582825	control
50.41948309553132	control
42.13321582350293	control
39.22881181166386	control
49.80432600175466	control
52.404125925681065	control
34.669589053121086	control
46.32836608005355	control
44.65496588317272	control
30.921523396303815	control
27.544065818023107	control
44.61842486043255	control
42.360776239015095	control
53.74239332170472	control
56.774454737810544	control
40.4981445466526	control
39.0059634090257	control
42.20258080696265	control
30.36891240489614	control
50.610832959974324	control
50.300402643409626	control
37.3137018621867	control
31.401157422764825	control
55.86694619286211	control
34.19851381742361	control
30.606394050529204	control
47.2203641782815	control
34.844056335682026	control
26.054366284640253	control
38.28552943012373	control
34.39770828632155	control
34.04829409404186	control
56.383113173135136	control
34.608814323469126	control
18.785960399318647	control
31.79274244317874	control
20.366085433459293	control
44.89234557443576	control
51.61846554698283	control
35.77202330054711	control
42.79803344266573	control
38.93562996583587	control
27.17741996871951	control
36.14639565936911	control
33.84459039057851	control
44.48674745783791	control
30.947780609747248	control
53.554185788679504	control
47.24896438183797	control
42.913943576633045	control
58.685355090349205	control
30.28531918703956	control
25.68197905946849	control
48.727428883583826	control
32.19490133667083	control
35.874073183127564	control
57.42462340006942	control
29.45035058511918	control
42.51023040469338	control
34.252839414489536	control
33.55095862419392	control
47.04838801336428	control
40.922426037808414	control
43.152515927976566	control
54.60383852572139	control
36.22588556521113	control
33.25055621941236	control
36.73784483192567	control
43.47348980771951	control
37.62833097980437	control
34.92529205834782	control
42.71356458779239	control
49.912404591512384	control
39.97013446035977	control
47.51648991820112	control
28.06593721236963	control
39.538331844251516	control
41.99961252050534	control
40.956872425992685	control
53.811496305421095	control
53.44356260880865	control
46.324021950812906	control
56.99327684281204	control
48.403600301048826	control
16.75762378271913	control
37.421101707328305	control
54.93944931216269	control
43.312040565863754	control
31.290349653084533	control
37.094513280345915	control
46.4355514026042	control
48.666987761734596	control
44.31852609687037	control
27.10343238458053	control
49.75705768634279	control
31.78841622280069	control
39.85933139519531	control
40.115193835095624	control
51.226904218017445	control
41.093669010186915	control
52.56086567395589	control
40.89879528639179	control
30.092514825185773	control
25.74436966142828	control
40.446155877057706	control
32.45094740937329	control
25.720283657277953	control
44.464001923167125	control
51.229894317266215	control
46.998256791810505	control
45.573194999634666	control
22.79582861070457	control
27.69851922799694	control
35.079325992478665	control
25.629258863053884	control
59.49145833148378	control
49.65570912868319	control
23.937843802110525	control
30.901944289542158	control
46.951907419204325	control
52.99844725768957	control
30.23417444657855	control
46.949629069656346	control
51.164582759758574	control
37.63348275573667	control
44.53941181748171	control
23.64333841834837	control
54.63338520296733	control
48.9249667400097	control
28.324486808296665	control
52.23247446782709	control
33.55007198461379	control
41.09633706405988	control
38.93041846923212	control
25.907773542854933	control
61.60697527929129	control
25.281657629834584	control
43.59191611029909	control
39.49325544976386	control
54.264403243289124	control
32.41925564502702	control
32.60859353083394	control
43.91979437608201	control
43.44165216813391	control
53.28855929482201	control
28.461444938256392	control
53.79191636281762	control
37.5626407430437	control
54.57503332887922	control
21.989874389745605	control
30.56018349050676	control
46.731932135766584	control
36.109311429473394	control
29.868407753832003	control
39.26159650423997	control
49.37573386088455	control
51.70843699243811	control
50.52506087561694	control
24.267065384180796	control
40.32079607070721	control
25.98004174511683	control
47.51295241217487	control
46.36369198961049	control
34.06608306668069	control
50.92460116565883	control
36.146476457119064	control
37.61504337661722	control
31.317870164980683	control
47.81850997518031	control
53.17906921178067	control
35.41627229040976	control
30.877380393018115	control
47.20008837750971	control
36.251453095060576	control
36.46537200130996	control
27.398754127621796	control
28.38732586637263	control
32.410451711125305	control
38.523074278156045	control
40.99196691866846	control
46.45281296339559	control
39.89659404717362	control
51.7802576553489	control
32.94456577035156	control
54.56840097042401	control
30.629159938146284	control
35.603496194913106	control
25.94592806663266	control
42.50809266730644	control
22.388460869075224	control
49.17192929596805	control
37.99334458140598	control
54.04886726419807	control
52.583823861570835	control
35.25668840960701	control
23.9562239492729	control
29.158730160137054	control
41.415951379477356	control
42.5097618468796	control
34.24936727467914	control
51.095794554653935	control
34.259050318590404	control
29.281648095003096	control
39.45375392391992	control
62.83932761022763	control
31.4964380954177	control
44.58047451842548	control
41.154691008831136	control
60.769734745307645	control
39.627414991839935	control
26.972287284908717	control
52.8580247167877	control
22.317217750200683	control
32.10612368534112	control
20.26301962637051	control
43.58052065895122	control
34.24611335667428	control
26.886702465763705	control
52.664124240346744	control
38.29877512552614	control
48.709097351189065	control
29.824000929836497	control
34.65259286695117	control
41.3697940819492	control
46.12754969699776	control
37.13201219192646	control
54.49274694483737	control
18.439486377480982	control
51.038580274131085	control
57.41940076267528	control
44.34889055574047	control
36.233093659908825	control
48.51698778993391	control
47.249748323854675	control
35.88302226464278	control
42.43595759618312	control
47.24861403286934	control
38.7033987338514	control
43.06934921247734	control
49.04557542881413	control
46.13055480684778	control
29.268909132460937	control
19.32850743623218	control
58.207098409121095	control
29.35092776767543	control
40.96363811224228	control
20.071595741412164	control
35.321012773570075	control
34.02546139272008	control
48.61443866343922	control
37.90588924217572	control
43.415546248168965	control
30.11355710805718	control
40.632932955901474	control
49.89113966809335	control
42.187182594483794	control
29.955491876314166	control
44.48947631921837	control
39.04799708640209	control
26.841253487082923	control
48.15049986909615	control
50.97103436316782	control
44.237444257840224	control
31.163241087572175	control
29.672939621311727	control
52.45032678406346	control
37.55497688558115	control
57.179512396776445	control
12.084176309257163	control
31.659617768410044	control
24.962437746604515	control
49.1425895473093	control
45.27276572989411	control
45.550846250982474	control
23.65460968462057	control
40.291436953833	control
55.77959235248857	control
33.778341739014245	control
38.52470554040671	control
46.71435852232997	control
37.90008768572074	control
45.17940447453861	control
31.0588044057694	control
32.29927819204176	control
42.73499059558097	control
25.275671587031997	control
47.44994052933333	control
34.31009635985382	control
31.732882883717924	control
48.5500557743058	control
37.282534511437774	control
37.33466294891763	control
53.72667785981139	control
44.18708571338865	control
57.41756565044012	control
29.12833004380174	control
42.5093492679315	control
38.996297381706	control
45.11950559849297	control
35.344946347058624	control
34.70860860624654	control
47.529026246880925	control
26.830681196285248	control
37.030910539042445	control
55.11277720605311	control
39.44081166273441	control
34.820277685528	control
28.35745458577292	control
50.614977973111195	control
53.5705480570601	control
49.70130068161349	control
38.29599946302753	control
33.35005583972687	control
33.16947698373968	control
43.37101247599849	control
35.79951865800732	control
43.32797654809146	control
41.902251050795165	control
44.563847460401156	control
53.34945805138358	control
30.07272713232606	control
32.46379212527551	control
18.04610563105511	control
44.43495558990387	control
27.129503768453482	control
35.44403090920205	control
45.117534886226096	control
66.08193242877788	control
41.90670668080232	control
28.417279731812446	control
50.60685101048041	control
35.254811409664626	control
36.34087858554148	control
33.72532265131092	control
31.745869248827475	control
35.09149221027554	control
31.796176139259323	control
41.2227284702064	control
26.849822088047333	control
54.20951091828316	control
42.47138657464241	control
40.53163878294876	control
41.59566143169588	control
49.26002125867441	control
48.058668950694354	control
37.43348068525676	control
48.568749145999114	control
50.47549874389577	control
40.47923712829384	control
66.75093379374395	control
30.9986438019591	control
40.628843349175476	control
32.31486697581898	control
21.33041308808494	control
37.95230931601495	control
45.44813940014698	control
50.91639527866148	control
37.110216688287636	control
43.931150749071335	control
47.21083475453164	control
34.38292100217854	control
39.46738295741412	control
27.507330523087713	control
47.74256993963882	control
56.924134196667694	control
54.404132124348166	control
36.828200707914114	control
29.07296668367588	control
44.116482692640965	control
19.332255155579666	control
62.06084733808509	control
52.55385322917211	control
40.29183387094842	control
35.19695401560122	control
35.86859942217457	control
46.07123960019193	control
38.617530967007006	control
41.06369490965293	control
43.588627803939666	control
38.72509876038535	control
55.16732770039436	control
31.793491187155464	control
45.12853692109046	control
46.14845738401534	control
22.759458972736084	control
43.40988968831187	control
41.830023151214654	control
40.65804584497471	control
35.80699402645125	control
50.419765480804074	control
54.73585532064206	control
36.70467867952338	control
39.38219237607246	control
53.65182262881259	control
34.598091048802566	control
41.36776562481725	control
35.630221276475915	control
49.14891193694123	control
31.511580080359877	control
41.57377069295371	control
41.49215476975529	control
42.874691369505456	control
31.978826416910024	control
48.936752568083776	control
44.87788796010438	control
37.50967980599538	control
56.24766841869779	control
34.887836404925004	control
42.73154529554167	control
44.5231824301565	control
43.176416746954274	control
42.12375915432783	control
57.04268716328914	control
28.906716069092095	control
23.16977461005033	control
24.63443633027151	control
39.689565859362226	control
39.80781843792356	control
42.43903207290294	control
34.089225250593366	control
39.87031241298742	control
42.99483917629919	control
44.422124055204975	control
43.34507970436698	control
21.35334397559077	control
56.28233588834928	control
23.1844366744743	control
62.32766797239153	control
30.631551618106215	control
43.22713963066949	control
48.387779165971125	control
46.98418568173713	control
35.61974252583757	control
43.906549680297154	control
19.228888430439962	control
26.77047943853715	control
32.95029923037863	control
38.42856051156806	control
29.839199254306692	control
39.37457866498261	control
47.24428839177655	control
45.81482429858352	control
45.43145628444678	control
48.99121080255761	control
48.68449244320977	control
27.29492739042461	control
34.05593478820717	control
26.383627858290104	control
36.50129376578695	control
30.48970338716547	control
45.980008859988274	control
38.98882019464379	control
44.875876850671446	control
43.0140219371505	control
21.35530526359491	control
48.578541125904515	control
35.31903299785446	control
54.80214242247918	control
37.076554960241744	control
22.6742205454236	control
37.96910164917152	control
33.15445719834903	control
58.97169816423767	control
49.96603007469136	control
28.901214819055156	control
41.494428465543024	control
27.460536577356162	control
35.21488068222927	control
40.24946006679384	control
45.13026863087527	control
32.868421015084664	control
36.87462680541306	control
48.44815332142065	control
32.84436392960796	control
28.711192071355043	control
50.58207366629013	control
32.39985420576095	control
35.93615864984775	control
56.90356195752375	control
35.538240422520744	control
42.06812591009936	control
44.29699807295752	control
43.55896509305326	control
41.79261683243805	control
30.056254272876345	control
37.468820794943305	control
48.49268198674574	control
41.404537898491036	control
39.590114346826866	control
35.62157593469367	control
60.40690275413998	control
43.32859506547287	control
30.511998928854958	control
31.450547919609477	control
32.69527275528846	control
45.677165943396865	control
56.83335179335566	control
33.77855488340421	control
28.889808597031013	control
51.02969932169894	control
33.43555511773317	control
22.578240820552562	control
59.351940734854075	control
35.93400101419305	control
45.33472755524537	control
43.701233214830864	control
42.87254023694117	control
40.841497229519405	control
24.238205607154914	control
12.774629156245496	control
36.859071932197274	control
46.64369741391134	control
49.386011935365346	control
41.48190979292534	control
49.59173721254557	control
29.345067776600974	control
51.19348764258005	control
22.313734922551077	control
37.44870988187048	control
52.788724030973086	control
47.984699382948214	control
37.32442579777799	control
38.00179440223696	control
38.139460254674255	control
33.83337225519368	control
41.810820525478064	control
32.38280994520291	control
57.630863268682006	control
42.882741992086274	control
49.80729493472869	control
39.83599431369762	control
35.070491878823695	control
23.250112814434132	control
56.597463184374675	control
42.08282376497576	control
33.652101439569634	control
47.877225692630184	control
36.65144960144628	control
33.54927006925039	control
32.479328469005516	control
39.45862151661899	control
29.794888816805027	control
34.056854887560846	control
34.70802971337009	control
36.78443107430831	control
43.82272729881974	control
33.87649698798711	control
41.07714807609748	control
34.25199600549266	control
30.58235252134061	control
48.89188381887358	control
47.22686655237493	control
50.13892599386309	control
40.92496962633955	control
32.817320313381785	control
63.86071767265992	control
35.4567577270766	control
47.97618122864208	control
25.857416630912546	control
38.609300433300916	control
35.80941013744294	control
25.397282531964983	control
55.48736602642142	control
49.79249421686172	control
34.87426076654023	control
56.544081717212435	control
46.84179632991683	control
50.36466407407976	control
43.76275996257886	control
49.489661603243846	control
54.51566513159059	control
16.556141280249008	control
54.420774496930946	control
30.16481887068661	control
40.30475158751946	control
36.70417045778741	control
50.38473605883301	control
38.83323408529504	control
8.965624481583035	control
46.15823780854868	control
33.748543533635114	control
36.86985497034403	control
41.808830294804785	control
39.28767728886346	control
43.2455368525941	control
39.473572015835614	control
42.32266763358253	control
39.780060209841956	control
35.61377134572917	control
33.50156689157109	control
39.10203084214393	control
54.421357568868544	control
44.53300782620844	control
34.833870050910775	control
43.14024419600137	control
44.138349382186526	control
24.810129714328838	control
37.417057333684944	control
40.34273014351001	control
27.00086485935838	control
34.83551613245563	control
34.14486713049985	control
55.76124837114443	control
54.52669581937923	control
45.89500268255051	control
38.96577026601661	control
27.68882550216452	control
50.966585178338285	control
39.96852998783826	control
34.4241249670741	control
45.53311498953419	control
49.15091184422248	control
52.50024016699018	control
30.533637525155328	control
44.94669872242622	control
55.31965261022922	control
57.6134540439096	control
37.83992183424811	control
42.41439534457635	control
45.876660084221285	control
46.47484321682924	control
44.28104986819503	control
31.324249258485793	control
48.42852121382715	control
28.250958248168317	control
52.56982762815528	control
41.12110461084624	control
50.93640340546773	control
56.34248482640986	control
30.59388820655819	control
43.43714552534663	control
47.28947163177295	control
45.20936757002642	control
31.96349139181391	control
44.102219397082585	control
31.988505093308405	control
47.54528827356329	control
32.47596401058118	control
32.95649752985542	control
34.70632842364449	control
62.49779159062889	control
51.05109921216882	control
35.40806137649564	control
30.232905448477467	control
45.777496952699934	control
34.90605351571602	control
37.34850307757115	control
43.319012610996005	control
46.422055248487986	control
30.45255322304825	control
30.706721010054785	control
33.90249643729159	control
23.58571709571936	control
49.72594703711901	control
31.786072535844404	control
49.05730959467261	control
45.68411399218169	control
49.09273465279715	control
34.33847933270119	control
63.591423008555026	control
50.98081030276741	control
41.045636338491065	control
37.35063353138023	control
30.17788996090809	control
51.7709309348818	control
42.97238245319629	control
43.374614841453514	control
50.435305571545825	control
56.794080614901446	control
29.109047643237826	control
45.806305497420084	control
28.888689003833843	control
46.18957553631	control
40.10809308579141	control
43.60076030685765	control
47.98034487662206	control
50.48172293193629	control
35.24399525229748	control
46.30465539907473	control
30.663952410034206	control
40.042347810728664	control
33.85266314388599	control
50.09413169157526	control
29.99773180247126	control
38.61059286136387	control
22.448487869833816	control
54.99137154276772	control
37.41626267291776	control
36.23133573050614	control
50.67572836529826	control
37.404573025108874	control
42.45544826729163	control
22.580270394340737	control
42.052799811356685	control
41.78866326775437	control
49.42416111121302	control
62.5875650774399	control
39.1162392558432	control
27.498173960156976	control
42.42487932965965	control
23.92773538624394	control
40.87224331913661	control
26.992621496143	control
28.705507002661967	control
50.0618699633389	control
39.099521936818434	control
49.68988656682104	control
38.92066590250862	control
28.453075658959335	control
43.305434935043074	control
34.85294402327973	control
21.805872268394616	control
32.42931600477641	control
32.92406802416445	control
48.46903415409378	control
33.532242262226326	control
48.712065938069784	control
50.56583393825129	control
33.55271803284365	control
27.50655051250164	control
44.27496710657973	control
35.44256405679534	control
33.377320358657784	control
54.4874524880176	control
46.90540827554463	control
58.41102233095074	control
39.0653615512473	control
30.77778691742006	control
30.958783378566444	control
31.19536962880815	control
47.86173611672119	control
49.371533924362346	control
16.282116136446767	control
40.91760722147046	control
35.050431539497666	control
31.30061952540728	control
53.430920017892326	control
43.69776154623306	control
39.07813654255837	control
46.901043171023204	control
50.43684138680317	control
32.97600642606446	control
19.106284018934353	control
28.743732826013527	control
39.88692710177425	control
44.90844605929117	control
44.079396191168414	control
50.266261425299376	control
41.79577143892876	control
29.527720394252484	control
38.62873425297052	control
26.574370543558615	control
41.73363084820128	control
49.42718163415226	control
56.70128242556554	control
37.794069017513166	control
36.39319931871443	control
64.88348216437363	control
5.9659902798322975	control
58.57737040242202	control
37.642950454588465	control
44.43171846072136	control
25.428290576461844	control
40.23015723171965	control
53.9579730870516	control
38.65376380836659	control
53.7608487362957	control
32.2927619117589	control
26.80856098964745	control
26.979802447363582	control
33.291456643619966	control
41.34131279253275	control
38.747439653440594	control
24.282017984680635	control
43.501926448028065	control
29.376059901111972	control
36.7820677532481	control
38.55803983043036	control
